ioc,threat_type,threat_type_desc,ioc_type,ioc_type_desc,malware,malware_printable,malware_alias,malware_malpedia,confidence_level,first_seen,last_seen,reference,reporter
216.235.95.100:31095,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:3128,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:31307,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:31830,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:25 UTC,,,abuse_ch
216.235.95.100:18665,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:24 UTC,,,abuse_ch
216.235.95.100:19432,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:24 UTC,,,abuse_ch
216.235.95.100:19925,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:24 UTC,,,abuse_ch
216.235.95.100:20546,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:24 UTC,,,abuse_ch
216.235.95.100:22368,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:24 UTC,,,abuse_ch
216.235.95.100:23890,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:24 UTC,,,abuse_ch
216.235.95.100:24893,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:24 UTC,,,abuse_ch
216.235.95.100:26034,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:24 UTC,,,abuse_ch
216.235.95.100:13072,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:23 UTC,,,abuse_ch
216.235.95.100:14470,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:23 UTC,,,abuse_ch
216.235.95.100:14974,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:23 UTC,,,abuse_ch
216.235.95.100:15302,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:23 UTC,,,abuse_ch
216.235.95.100:15443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:23 UTC,,,abuse_ch
216.235.95.100:16192,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:23 UTC,,,abuse_ch
216.235.95.100:16991,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:23 UTC,,,abuse_ch
216.235.95.100:18246,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:23 UTC,,,abuse_ch
216.235.95.100:10000,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:22 UTC,,,abuse_ch
216.235.95.100:10260,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:22 UTC,,,abuse_ch
216.235.95.100:10314,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:22 UTC,,,abuse_ch
216.235.95.100:10480,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:22 UTC,,,abuse_ch
216.235.95.100:11103,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:22 UTC,,,abuse_ch
216.235.95.100:11128,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.deimos_c2,DeimosC2,,https://malpedia.caad.fkie.fraunhofer.de/details/win.deimos_c2,75,2025-02-16 08:45:22 UTC,,,abuse_ch
193.26.115.89:40056,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.havoc,Havoc,Havokiz,https://malpedia.caad.fkie.fraunhofer.de/details/win.havoc,75,2025-02-16 08:44:52 UTC,,,abuse_ch
185.195.106.81:8888,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,75,2025-02-16 08:44:32 UTC,,,abuse_ch
161.35.40.73:8888,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,75,2025-02-16 08:43:58 UTC,,,abuse_ch
15.236.210.224:9201,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.netsupportmanager_rat,NetSupportManager RAT,NetSupport,https://malpedia.caad.fkie.fraunhofer.de/details/win.netsupportmanager_rat,75,2025-02-16 08:43:48 UTC,,,abuse_ch
15.235.166.83:8443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,75,2025-02-16 08:43:47 UTC,,,abuse_ch
31.171.131.21:80,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),elf.moobot,MooBot,,https://malpedia.caad.fkie.fraunhofer.de/details/elf.moobot,100,2025-02-16 08:01:12 UTC,,https://search.censys.io/hosts/31.171.131.21,DonPasci
37.235.55.18:4567,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.njrat,NjRAT,"Bladabindi,Lime-Worm",https://malpedia.caad.fkie.fraunhofer.de/details/win.njrat,100,2025-02-16 07:55:13 UTC,,,abuse_ch
147.185.221.25:63018,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.xworm,XWorm,,https://malpedia.caad.fkie.fraunhofer.de/details/win.xworm,50,2025-02-16 06:42:20 UTC,,,juroots
images-hunting.gl.at.ply.gg,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.xworm,XWorm,,https://malpedia.caad.fkie.fraunhofer.de/details/win.xworm,50,2025-02-16 06:42:04 UTC,,,juroots
not-warm.gl.at.ply.gg,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.xworm,XWorm,,https://malpedia.caad.fkie.fraunhofer.de/details/win.xworm,50,2025-02-16 06:42:04 UTC,,,juroots
https://pastebin.com/raw/GU7QAwAQ,botnet_cc,Indicator that identifies a botnet command&control server (C&C),url,URL that is used for botnet Command&control (C&C),win.xworm,XWorm,,https://malpedia.caad.fkie.fraunhofer.de/details/win.xworm,50,2025-02-16 06:41:41 UTC,,,juroots
bz-frnd1.ydns.eu,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.quasar_rat,Quasar RAT,"CinaRAT,QuasarRAT,Yggdrasil",https://malpedia.caad.fkie.fraunhofer.de/details/win.quasar_rat,50,2025-02-16 06:41:13 UTC,,,juroots
systcisd.ddnsking.com,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.quasar_rat,Quasar RAT,"CinaRAT,QuasarRAT,Yggdrasil",https://malpedia.caad.fkie.fraunhofer.de/details/win.quasar_rat,50,2025-02-16 06:41:13 UTC,,,juroots
msiserver.net,botnet_cc,Indicator that identifies a botnet command&control server (C&C),domain,Domain that is used for botnet Command&control (C&C),win.njrat,NjRAT,"Bladabindi,Lime-Worm",https://malpedia.caad.fkie.fraunhofer.de/details/win.njrat,50,2025-02-16 06:40:55 UTC,,,juroots
57.158.24.35:443,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.havoc,Havoc,Havokiz,https://malpedia.caad.fkie.fraunhofer.de/details/win.havoc,50,2025-02-16 06:39:07 UTC,,https://www.shodan.io/host/57.158.24.35#443,juroots
47.129.248.32:44158,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.netsupportmanager_rat,NetSupportManager RAT,NetSupport,https://malpedia.caad.fkie.fraunhofer.de/details/win.netsupportmanager_rat,50,2025-02-16 06:38:50 UTC,,https://www.shodan.io/host/47.129.248.32#44158,juroots
96.9.124.213:31337,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,50,2025-02-16 06:38:32 UTC,,https://www.shodan.io/host/96.9.124.213#31337,juroots
116.204.34.3:31337,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,50,2025-02-16 06:38:31 UTC,,https://www.shodan.io/host/116.204.34.3#31337,juroots
37.27.87.24:31337,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.sliver,Sliver,,https://malpedia.caad.fkie.fraunhofer.de/details/win.sliver,50,2025-02-16 06:38:31 UTC,,https://www.shodan.io/host/37.27.87.24#31337,juroots
206.189.56.251:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-16 06:38:27 UTC,,https://www.shodan.io/host/206.189.56.251#3333,juroots
84.238.59.38:3333,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),unknown,Unknown malware,,https://malpedia.caad.fkie.fraunhofer.de/details/unknown,50,2025-02-16 06:38:27 UTC,,https://www.shodan.io/host/84.238.59.38#3333,juroots
54.183.176.59:30534,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.bianlian,BianLian,,https://malpedia.caad.fkie.fraunhofer.de/details/win.bianlian,100,2025-02-16 04:01:37 UTC,,https://search.censys.io/hosts/54.183.176.59,DonPasci
209.97.146.219:5060,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),win.bianlian,BianLian,,https://malpedia.caad.fkie.fraunhofer.de/details/win.bianlian,100,2025-02-16 04:01:37 UTC,,https://search.censys.io/hosts/209.97.146.219,DonPasci
185.74.222.38:8080,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),elf.bashlite,Bashlite,"gayfgt,Gafgyt,qbot,torlus,lizkebab",https://malpedia.caad.fkie.fraunhofer.de/details/elf.bashlite,100,2025-02-16 04:01:24 UTC,,https://search.censys.io/hosts/185.74.222.38,DonPasci
15.197.85.250:10081,botnet_cc,Indicator that identifies a botnet command&control server (C&C),ip:port,ip:port combination that is used for botnet Command&control (C&C),elf.kaiji,Kaiji,,https://malpedia.caad.fkie.fraunhofer.de/details/elf.kaiji,100,2025-02-16 04:01:17 UTC,,https://search.censys.io/hosts/15.197.85.250,DonPasci
